0
"(1774333200, 4358.62, 4368.33, 4358.15, 4366.75, 466, 12, 0)"
"(1774333260, 4366.85, 4367.84, 4359.18, 4359.97, 447, 12, 0)"
"(1774333320, 4359.93, 4363.86, 4359.87, 4363.61, 424, 12, 0)"
"(1774333380, 4363.6, 4364.22, 4362.31, 4362.98, 313, 12, 0)"
"(1774333440, 4362.99, 4364.02, 4361.63, 4362.21, 343, 12, 0)"
"(1774333500, 4362.51, 4363.07, 4357.6, 4357.81, 397, 12, 0)"
"(1774333560, 4357.7, 4358.52, 4355.67, 4357.66, 392, 12, 0)"
"(1774333620, 4357.67, 4361.13, 4357.64, 4359.02, 384, 12, 0)"
"(1774333680, 4358.96, 4367.26, 4357.58, 4365.11, 451, 12, 0)"
"(1774333740, 4365.14, 4366.47, 4363.39, 4364.83, 399, 12, 0)"
"(1774333800, 4364.65, 4365.06, 4353.55, 4353.72, 433, 12, 0)"
"(1774333860, 4353.69, 4354.16, 4347.54, 4348.65, 455, 12, 0)"
"(1774333920, 4348.88, 4354.01, 4347.58, 4352.55, 510, 12, 0)"
"(1774333980, 4352.52, 4352.52, 4347.26, 4347.42, 355, 12, 0)"
"(1774334040, 4347.45, 4352.95, 4346.71, 4346.81, 473, 12, 0)"
"(1774334100, 4346.78, 4351.99, 4346.78, 4347.84, 466, 12, 0)"
"(1774334160, 4347.86, 4348., 4340.56, 4340.88, 500, 12, 0)"
"(1774334220, 4341.62, 4344.08, 4338.98, 4339.41, 466, 12, 0)"
"(1774334280, 4339.36, 4344.27, 4338.52, 4340.61, 479, 12, 0)"
"(1774334340, 4340.7, 4343.08, 4338.82, 4342.12, 355, 12, 0)"
"(1774334400, 4342.11, 4346.64, 4341.45, 4345.91, 297, 12, 0)"
"(1774334460, 4345.99, 4345.99, 4344.08, 4345.31, 278, 12, 0)"
"(1774334520, 4345.34, 4345.38, 4341.77, 4344.37, 290, 12, 0)"
"(1774334580, 4344.24, 4345.67, 4338.67, 4338.7, 330, 12, 0)"
"(1774334640, 4338.75, 4341.98, 4338.63, 4341.64, 315, 12, 0)"
"(1774334700, 4341.63, 4341.65, 4337.91, 4337.97, 359, 12, 0)"
"(1774334760, 4337.96, 4340.55, 4335.14, 4338.48, 384, 12, 0)"
"(1774334820, 4338.47, 4343., 4338.36, 4342.95, 419, 12, 0)"
"(1774334880, 4342.95, 4343.43, 4339.61, 4340.55, 365, 12, 0)"
"(1774334940, 4340.57, 4341.28, 4339.16, 4340.18, 282, 12, 0)"
"(1774335000, 4340.2, 4340.79, 4338.9, 4339., 243, 12, 0)"
"(1774335060, 4339.01, 4339.84, 4336.93, 4338.19, 329, 12, 0)"
"(1774335120, 4338.22, 4342.74, 4337.69, 4342.01, 355, 12, 0)"
"(1774335180, 4341.96, 4342.72, 4340.76, 4342.63, 300, 12, 0)"
"(1774335240, 4342.66, 4344.11, 4340.85, 4341.61, 250, 12, 0)"
"(1774335300, 4341.62, 4343.22, 4337.36, 4338.91, 331, 12, 0)"
"(1774335360, 4338.89, 4349.65, 4338.87, 4349.1, 402, 12, 0)"
"(1774335420, 4349.28, 4349.57, 4346.88, 4347.38, 322, 12, 0)"
